Ticker,Name,OtherName,Sector,Industry,Sub-Industry
CPB,Campbell Soup Company,Campbell Soup,Consumer Defensive,Packaged Foods,
CPF,Central Pacific Financial,Central Pacific Financial,Financial Services,Banks,Regional
CPK,Chesapeake Utilities,Chesapeake Utilities,Utilities,Utilities,Regulated Gas
CPRT,Copart,Copart,Industrials,Specialty Business Services,
CPRX,Catalyst Pharmaceuticals,Catalyst Pharmaceuticals,Healthcare,Biotechnology,
CPS,Cooper-Standard Holdings,Cooper Standard,Consumer Cyclical,Auto Parts,
CPSI,,Computer Programs and Systems,,,
CPT,Camden Property Trust,Camden Property Trust,Real Estate,REIT,Residential
CPTN,Cepton,Cepton,Technology,Scientific & Technical Instruments,
CQP,Cheniere Energy Partners L.P.,Cheniere Energy,Energy,Oil & Gas Midstream,
CR,Crane Company,Crane Co.,Industrials,Specialty Industrial Machinery,
CRAI,CRA International,CRA International,Industrials,Consulting Services,
CRBG,Corebridge Financial,Corebridge Financial,Financial Services,Asset Management,
CRBP,Corbus Pharmaceuticals Holdings,Corbus Pharmaceuticals,Healthcare,Biotechnology,
CRC,California Resources,California Resources Corporation,Energy,Oil & Gas E&P,
CRCT,Cricut,Cricut,Technology,Computer Hardware,
CRDO,Credo Technology Group Holding,Credo Technology,Technology,Semiconductors,
CRGX,CARGO Therapeutics,CARGO Therapeutics,Healthcare,Biotechnology,
CRI,Carter's,Carter's,Consumer Cyclical,Apparel Retail,
CRIS,Curis,Curis,Healthcare,Biotechnology,
CRK,Comstock Resources,Comstock Resources,Energy,Oil & Gas E&P,
CRL,Charles River Laboratories International,Charles River Laboratories,Healthcare,Diagnostics & Research,
CRLBF,Cresco Labs,Cresco Labs,Healthcare,Drug Manufacturers,Specialty & Generic
CRM,Salesforce,Salesforce,Technology,Software,Application
CRMD,CorMedix,Cormedix,Healthcare,Biotechnology,
CRMT,America's Car-Mart,America's Car-Mart,Consumer Cyclical,Auto & Truck Dealerships,
CRNC,Cerence,Cerence,Technology,Software,Application
CRNX,Crinetics Pharmaceuticals,Crinetics Pharmaceuticals,Healthcare,Biotechnology,
CROX,Crocs,Crocs,Consumer Cyclical,Footwear & Accessories,
CRS,Carpenter Technology,Carpenter Technology,Industrials,Metal Fabrication,
CRSR,Corsair Gaming,Corsair Gaming,Technology,Computer Hardware,
CRUS,Cirrus Logic,Cirrus Logic,Technology,Semiconductors,
CRVL,CorVel,CorVel Corporation,Financial Services,Insurance Brokers,
CRVO,CervoMed,CervoMed,Healthcare,Biotechnology,
CRVS,Corvus Pharmaceuticals,Corvus Pharmaceuticals,Healthcare,Biotechnology,
CRWD,CrowdStrike Holdings,CrowdStrike,Technology,Software,Infrastructure
CRWS,Crown Crafts,Crown Crafts,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
CSCO,Cisco Systems,Cisco,Technology,Communication Equipment,
CSGP,CoStar Group,CoStar Group,Real Estate,Real Estate Services,
CSGS,CSG Systems International,CSG International,Technology,Software,Infrastructure
CSL,Carlisle Companies Incorporated,Carlisle Companies,Industrials,Building Products & Equipment,
CSLR,Complete Solaria,Complete Solaria,Technology,Solar,
CSR,Centerspace,Centerspace,Real Estate,REIT,Residential
CSV,Carriage Services,Carriage Services,Consumer Cyclical,Personal Services,
CSWI,CSW Industrials,CSW Industrials,Industrials,Specialty Industrial Machinery,
CSX,CSX,CSX Corporation,Industrials,Railroads,
CTAS,Cintas,Cintas,Industrials,Specialty Business Services,
CTBI,Community Trust Bancorp,Community Trust Bancorp,Financial Services,Banks,Regional
CTGO,Contango Ore,Contango Ore,Basic Materials,Gold,
CTKB,Cytek Biosciences,Cytek Biosciences,Healthcare,Medical Devices,
CTLP,Cantaloupe,Cantaloupe,Technology,Information Technology Services,
CTLT,Catalent,Catalent,Healthcare,Drug Manufacturers,Specialty & Generic
CTM,Castellum,Castellum,Technology,Information Technology Services,
CTMX,CytomX Therapeutics,CytomX Therapeutics,Healthcare,Biotechnology,
CTNM,Contineum Therapeutics,Contineum Therapeutics,Healthcare,Biotechnology,
CTNT,Cheetah Net Supply Chain Service,Cheetah Net Supply Chain Service,Consumer Cyclical,Auto & Truck Dealerships,
CTO,CTO Realty Growth,CTO Realty Growth,Real Estate,REIT,Diversified
CTOS,Custom Truck One Source,Custom Truck One Source,Industrials,Rental & Leasing Services,
CTRA,Coterra Energy,Coterra Energy,Energy,Oil & Gas E&P,
CTRE,CareTrust REIT,CareTrust REIT,Real Estate,REIT,Healthcare Facilities
CTRI,Centuri Holdings,Centuri Holdings,Utilities,Utilities,Regulated Gas
CTS,CTS,CTS Corporation,Technology,Electronic Components,
CTSH,Cognizant Technology Solutions,Cognizant Technology Solutions,Technology,Information Technology Services,
CTSO,Cytosorbents,Cytosorbents,Healthcare,Medical Devices,
CTV,Innovid,Innovid,Communication Services,Advertising Agencies,
CTVA,Corteva,Corteva,Basic Materials,Agricultural Inputs,
CTXR,Citius Pharmaceuticals,Citius Pharmaceuticals,Healthcare,Biotechnology,
CUBE,CubeSmart,CubeSmart,Real Estate,REIT,Industrial
CUBI,Customers Bancorp,Customers Bancorp,Financial Services,Banks,Regional
CUE,Cue Biopharma,Cue Biopharma,Healthcare,Biotechnology,
CULL,Cullman Bancorp,Cullman Bancorp,Financial Services,Banks,Regional
CULP,Culp,Culp,Consumer Cyclical,Textile Manufacturing,
CURI,CuriosityStream,CuriosityStream,Communication Services,Broadcasting,
CURLF,Curaleaf Holdings,Curaleaf,Healthcare,Drug Manufacturers,Specialty & Generic
CURV,Torrid Holdings,Torrid,Consumer Cyclical,Apparel Retail,
CUTR,Cutera,Cutera,Healthcare,Medical Devices,
CUZ,Cousins Properties Incorporated,Cousins Properties,Real Estate,REIT,Office
CVBF,CVB Financial,CVB Financial,Financial Services,Banks,Regional
CVCO,Cavco Industries,Cavco Industries,Consumer Cyclical,Residential Construction,
CVEO,Civeo,Civeo,Industrials,Specialty Business Services,
CVGI,Commercial Vehicle Group,Commercial Vehicle Group (CVG),Consumer Cyclical,Auto Parts,
CVGW,Calavo Growers,Calavo Growers,Consumer Defensive,Food Distribution,
CVI,CVR Energy,CVR Energy,Energy,Oil & Gas Refining & Marketing,
CVKD,Cadrenal Therapeutics,Cadrenal Therapeutics,Healthcare,Biotechnology,
CVLG,Covenant Logistics Group,Covenant Logistics,Industrials,Trucking,
CVLT,Commvault Systems,Commvault,Technology,Software,Application
CVLY,Codorus Valley Bancorp,Codorus Valley Bancorp,Financial Services,Banks,Regional
CVM,CEL-SCI,Cel-Sci,Healthcare,Biotechnology,
CVNA,Carvana Co.,Carvana,Consumer Cyclical,Auto & Truck Dealerships,
CVRX,CVRx,CVRx,Healthcare,Medical Devices,
CVS,CVS Health,CVS Health,Healthcare,Healthcare Plans,
CVX,Chevron,Chevron,Energy,Oil & Gas Integrated,
CW,Curtiss-Wright,Curtiss-Wright,Industrials,Aerospace & Defense,
CWAN,Clearwater Analytics Holdings,Clearwater Analytics,Technology,Software,Application
CWBC,Community West Bancshares,Community West Bancshares,Financial Services,Banks,Regional
CWD,CaliberCos,CaliberCos,Financial Services,Asset Management,
CWEB.TO,Charlotte's Web Holdings,Charlotte's Web,Healthcare,Drug Manufacturers,Specialty & Generic
CWEN,Clearway Energy,Clearway Energy,Utilities,Utilities,Renewable
CWH,Camping World Holdings,Camping World,Consumer Cyclical,Auto & Truck Dealerships,
CWK,Cushman & Wakefield,Cushman &amp; Wakefield,Real Estate,Real Estate Services,
CWST,Casella Waste Systems,Casella Waste Systems,Industrials,Waste Management,
CWT,California Water Service Group,California Water Service Group,Utilities,Utilities,Regulated Water
CXAI,CXApp,CXApp,Technology,Software,Application
CXDO,Crexendo,Crexendo,Communication Services,Telecom Services,
CXM,Sprinklr,Sprinklr,Technology,Software,Application
CXT,Crane NXT Co.,Crane NXT,Industrials,Specialty Industrial Machinery,
CXW,CoreCivic,CoreCivic,Industrials,Security & Protection Services,
CYCN,Cyclerion Therapeutics,Cyclerion Therapeutics,Healthcare,Biotechnology,
CYH,Community Health Systems,Community Health Systems,Healthcare,Medical Care Facilities,
CYN,Cyngn,Cyngn,Technology,Software,Application
CYRX,Cryoport,CryoPort,Industrials,Integrated Freight & Logistics,
CYTK,Cytokinetics Incorporated,Cytokinetics,Healthcare,Biotechnology,
CZNC,Citizens & Northern,Citizens &amp; Northern Corp,Financial Services,Banks,Regional
CZR,Caesars Entertainment,Caesars Entertainment,Consumer Cyclical,Resorts & Casinos,
D,Dominion Energy,Dominion Energy,Utilities,Utilities,Regulated Electric
DAKT,Daktronics,Daktronics,Technology,Electronic Components,
DAL,Delta Air Lines,Delta Air Lines,Industrials,Airlines,
DAN,Dana Incorporated,Dana,Consumer Cyclical,Auto Parts,
DAR,Darling Ingredients,Darling Ingredients,Consumer Defensive,Packaged Foods,
DARE,Daré Bioscience,Dare Bioscience,Healthcare,Biotechnology,
DASH,DoorDash,DoorDash,Communication Services,Internet Content & Information,
DAVE,Dave,Dave Inc.,Technology,Software,Application
DAWN,Day One Biopharmaceuticals,Day One Biopharmaceuticals,Healthcare,Biotechnology,
DAY,Dayforce,Dayforce,Technology,Software,Application
DBD,Diebold Nixdorf Incorporated,Diebold Nixdorf,Technology,Software,Application
DBI,Designer Brands,Designer Brands,Consumer Cyclical,Footwear & Accessories,
DBRG,DigitalBridge Group,DigitalBridge Group,Real Estate,Real Estate Services,
DBX,Dropbox,Dropbox,Technology,Software,Infrastructure
DC,Dakota Gold,Dakota Gold,Basic Materials,Gold,
DCGO,DocGo,DocGo,Healthcare,Medical Care Facilities,
DCI,Donaldson Company,Donaldson,Industrials,Specialty Industrial Machinery,
DCO,Ducommun Incorporated,Ducommun,Industrials,Aerospace & Defense,
DCOM,Dime Community Bancshares,Dime Community Bancshares,Financial Services,Banks,Regional
DCPH,Deciphera Pharmaceuticals,Deciphera Pharmaceuticals,Healthcare,Drug Manufacturers,Specialty & Generic
DD,DuPont de Nemours,Dupont De Nemours,Basic Materials,Specialty Chemicals,
DDD,3D Systems,3D Systems,Technology,Computer Hardware,
DDI,DoubleDown Interactive Co.,DoubleDown Interactive,Communication Services,Electronic Gaming & Multimedia,
DDOG,Datadog,Datadog,Technology,Software,Application
DDS,Dillard's,Dillard's,Consumer Cyclical,Department Stores,
DE,Deere & Company,Deere & Company,Industrials,Farm & Heavy Construction Machinery,
DEA,Easterly Government Properties,Easterly Government Properties,Real Estate,REIT,Office
DEC.L,Diversified Energy Company,Diversified Energy,Energy,Oil & Gas E&P,
DECK,Deckers Outdoor,Deckers Brands,Consumer Cyclical,Footwear & Accessories,
DEI,Douglas Emmett,Douglas Emmett,Real Estate,REIT,Office
DELL,Dell Technologies,Dell,Technology,Computer Hardware,
DENN,Denny's,Denny's,Consumer Cyclical,Restaurants,
DERM,Journey Medical,Journey Medical,Healthcare,Drug Manufacturers,Specialty & Generic
DEVO.L,Devolver Digital,Devolver Digital,Communication Services,Electronic Gaming & Multimedia,
DFH,Dream Finders Homes,Dream Finders Homes,Consumer Cyclical,Residential Construction,
DFIN,Donnelley Financial Solutions,Donnelley Financial Solutions,Technology,Software,Application
DFLI,Dragonfly Energy Holdings,Dragonfly Energy,Industrials,Electrical Equipment & Parts,
DFS,Discover Financial Services,Discover Financial Services,Financial Services,Credit Services,
DG,Dollar General,Dollar General,Consumer Defensive,Discount Stores,
DGICA,Donegal Group,Donegal Group,Financial Services,Insurance,Property & Casualty
DGII,Digi International,Digi International,Technology,Communication Equipment,
DGLY,Digital Ally,Digital Ally,Communication Services,Internet Content & Information,
DGX,Quest Diagnostics Incorporated,Quest Diagnostics,Healthcare,Diagnostics & Research,
DH,Definitive Healthcare,Definitive Healthcare,Healthcare,Health Information Services,
DHI,D.R. Horton,D. R. Horton,Consumer Cyclical,Residential Construction,
DHIL,Diamond Hill Investment Group,Diamond Hill Investment Group,Financial Services,Asset Management,
DHR,Danaher,Danaher,Healthcare,Diagnostics & Research,
DHX,DHI Group,DHI Group,Technology,Software,Application
DIBS,1stdibs.Com,1stdibs.Com,Consumer Cyclical,Internet Retail,
DIN,Dine Brands Global,Dine Brands Global,Consumer Cyclical,Restaurants,
DINO,HF Sinclair,HF Sinclair,Energy,Oil & Gas Refining & Marketing,
DIOD,Diodes Incorporated,Diodes Incorporated,Technology,Semiconductors,
DIS,The Walt Disney Company,Walt Disney,Communication Services,Entertainment,
DIT,AMCON Distributing Company,AMCON Distributing Company,Consumer Defensive,Food Distribution,
DJCO,Daily Journal,Daily Journal,Technology,Software,Application
DJT,Trump Media & Technology Group,Trump Media &amp; Technology Group,Communication Services,Internet Content & Information,
DK,Delek US Holdings,Delek US,Energy,Oil & Gas Refining & Marketing,
DKL,Delek Logistics Partners LP,Delek Logistics Partners,Energy,Oil & Gas Refining & Marketing,
DKNG,DraftKings,DraftKings,Consumer Cyclical,Gambling,
DKS,DICK'S Sporting Goods,Dick's Sporting Goods,Consumer Cyclical,Specialty Retail,
DLA,Delta Apparel,Delta Apparel,Consumer Cyclical,Apparel Manufacturing,
DLB,Dolby Laboratories,Dolby,Industrials,Specialty Business Services,
DLPN,Dolphin Entertainment,Dolphin Entertainment,Communication Services,Advertising Agencies,
DLR,Digital Realty Trust,Digital Realty,Real Estate,REIT,Specialty
DLTH,Duluth Holdings,Duluth Holdings,Consumer Cyclical,Apparel Retail,
DLTR,Dollar Tree,Dollar Tree,Consumer Defensive,Discount Stores,
DLX,Deluxe,Deluxe,Communication Services,Advertising Agencies,
DM,Desktop Metal,Desktop Metal,Technology,Computer Hardware,
DMLP,Dorchester Minerals L.P.,Dorchester Minerals,Energy,Oil & Gas E&P,
DMRC,Digimarc,Digimarc,Technology,Information Technology Services,
DMTK,DermTech,DermTech,Healthcare,Diagnostics & Research,
DNA,Ginkgo Bioworks Holdings,Ginkgo Bioworks,Healthcare,Biotechnology,
DNB,Dun & Bradstreet Holdings,Dun &amp; Bradstreet,Financial Services,Financial Data & Stock Exchanges,
DNLI,Denali Therapeutics,Denali Therapeutics,Healthcare,Biotechnology,
DNMR,Danimer Scientific,Danimer Scientific,Basic Materials,Specialty Chemicals,
DNOW,DNOW,NOW Inc.,Industrials,Industrial Distribution,
DNUT,Krispy Kreme,Krispy Kreme,Consumer Defensive,Grocery Stores,
DO,Diamond Offshore Drilling,Diamond Offshore Drilling,Energy,Oil & Gas Drilling,
DOC,Healthpeak Properties,Physicians Realty Trust,Real Estate,REIT,Healthcare Facilities
DOCN,DigitalOcean Holdings,DigitalOcean,Technology,Software,Infrastructure
DOCS,Doximity,Doximity,Healthcare,Health Information Services,
DOCU,DocuSign,DocuSign,Technology,Software,Application
DOMA,Doma Holdings,Doma,Financial Services,Insurance,Property & Casualty
DOMO,Domo,Domo,Technology,Software,Application
DOOR,Masonite International,Masonite,Industrials,Building Products & Equipment,
DORM,Dorman Products,Dorman Products,Consumer Cyclical,Auto Parts,
DOUG,Douglas Elliman,Douglas Elliman,Real Estate,Real Estate Services,
DOV,Dover,Dover,Industrials,Specialty Industrial Machinery,
DOW,Dow,Dow,Basic Materials,Chemicals,
DOX,Amdocs Limited,Amdocs,Technology,Software,Infrastructure
DPZ,Domino's Pizza,Domino's Pizza,Consumer Cyclical,Restaurants,
DRCT,Direct Digital Holdings,Direct Digital Holdings,Communication Services,Advertising Agencies,
DRH,DiamondRock Hospitality Company,Diamondrock Hospitality Company,Real Estate,REIT,Hotel & Motel
DRI,Darden Restaurants,Darden Restaurants,Consumer Cyclical,Restaurants,
DRQ,Dril-Quip,Dril-Quip,Energy,Oil & Gas Equipment & Services,
DRS,Leonardo DRS,Leonardo DRS,Industrials,Aerospace & Defense,
DRVN,Driven Brands Holdings,Driven Brands,Consumer Cyclical,Auto & Truck Dealerships,
DSGN,Design Therapeutics,Design Therapeutics,Healthcare,Biotechnology,
DSGR,Distribution Solutions Group,Distribution Solutions Group,Industrials,Industrial Distribution,
DSHK,Drive Shack,Drive Shack,Consumer Cyclical,Leisure,
DSP,Viant Technology,Viant Technology,Technology,Software,Application
DSS,DSS,Document Security Systems,Consumer Cyclical,Packaging & Containers,
DT,Dynatrace,Dynatrace,Technology,Software,Application
DTC,Solo Brands,Solo Brands,Consumer Cyclical,Internet Retail,
DTE,DTE Energy Company,DTE Energy,Utilities,Utilities,Regulated Electric
DTI,Drilling Tools International,Drilling Tools International,Energy,Oil & Gas Equipment & Services,
DTIL,Precision BioSciences,Precision BioSciences,Healthcare,Biotechnology,
DTM,DT Midstream,DT Midstream,Energy,Oil & Gas Midstream,
DUK,Duke Energy,Duke Energy,Utilities,Utilities,Regulated Electric
DUOL,Duolingo,Duolingo,Technology,Software,Application
DUOT,Duos Technologies Group,Duos Technologies Group,Technology,Software,Application
DV,DoubleVerify Holdings,DoubleVerify,Technology,Software,Application
DVA,DaVita,DaVita,Healthcare,Medical Care Facilities,
DVAX,Dynavax Technologies,Dynavax Technologies,Healthcare,Drug Manufacturers,Specialty & Generic
DVN,Devon Energy,Devon Energy,Energy,Oil & Gas E&P,
DX,Dynex Capital,Dynex Capital,Real Estate,REIT,Mortgage
DXC,DXC Technology Company,DXC Technology,Technology,Information Technology Services,
DXCM,DexCom,DexCom,Healthcare,Medical Devices,
DXLG,Destination XL Group,Destination XL,Consumer Cyclical,Apparel Retail,
DXPE,DXP Enterprises,DXP Enterprises,Industrials,Industrial Distribution,
DY,Dycom Industries,Dycom Industries,Industrials,Engineering & Construction,
DYN,Dyne Therapeutics,Dyne Therapeutics,Healthcare,Biotechnology,
DZSI,DZS,DZS Inc,Technology,Communication Equipment,
EA,Electronic Arts,Electronic Arts,Communication Services,Electronic Gaming & Multimedia,
EAF,GrafTech International,GrafTech,Industrials,Electrical Equipment & Parts,
EARN,Ellington Credit Company,Ellington Residential Mortgage REIT,Financial Services,Asset Management,
EAST,Eastside Distilling,Eastside Distilling,Consumer Defensive,Beverages,Wineries & Distilleries
EAT,Brinker International,Brinker International,Consumer Cyclical,Restaurants,
EB,Eventbrite,Eventbrite,Technology,Software,Application
EBAY,eBay,eBay,Consumer Cyclical,Internet Retail,
EBC,Eastern Bankshares,Eastern Bankshares,Financial Services,Banks,Regional
EBS,Emergent BioSolutions,Emergent BioSolutions,Healthcare,Drug Manufacturers,Specialty & Generic
EBTC,Enterprise Bancorp,Enterprise Bancorp,Financial Services,Banks,Regional
ECBK,ECB Bancorp,ECB Bancorp,Financial Services,Banks,Regional
ECC,Eagle Point Credit Company,Eagle Point Credit Company,Financial Services,Asset Management,
ECL,Ecolab,Ecolab,Basic Materials,Specialty Chemicals,
ECOR,electroCore,electroCore,Healthcare,Medical Devices,
ECPG,Encore Capital Group,Encore Capital Group,Financial Services,Mortgage Finance,
ECVT,Ecovyst,Ecovyst,Basic Materials,Specialty Chemicals,
ED,Consolidated Edison,Consolidated Edison,Utilities,Utilities,Regulated Electric
EDBL,Edible Garden AG Incorporated,Edible Garden,Consumer Defensive,Farm Products,
EDIT,Editas Medicine,Editas Medicine,Healthcare,Biotechnology,
EDR,Endeavor Group Holdings,Endeavor Group,Communication Services,Entertainment,
EE,Excelerate Energy,Excelerate Energy,Energy,Oil & Gas Midstream,
EEFT,Euronet Worldwide,Euronet Worldwide,Technology,Software,Infrastructure
EEX,Emerald Holding,Emerald Holding,Communication Services,Advertising Agencies,
EFC,Ellington Financial,Ellington Financial,Real Estate,REIT,Mortgage
EFOI,Energy Focus,Energy Focus,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
EFSC,Enterprise Financial Services,Enterprise Financial Services Corp,Financial Services,Banks,Regional
EFTR,eFFECTOR Therapeutics,eFFECTOR Therapeutics,Healthcare,Biotechnology,
EFX,Equifax,Equifax,Industrials,Consulting Services,
EGAN,eGain,eGain,Technology,Software,Application
EGBN,Eagle Bancorp,Eagle Bancorp,Financial Services,Banks,Regional
EGHT,8x8,8x8,Technology,Software,Application
EGIO,Edgio,Edgio,Technology,Software,Infrastructure
EGP,EastGroup Properties,EastGroup Properties,Real Estate,REIT,Industrial
EGRX,Eagle Pharmaceuticals,Eagle Pharmaceuticals,Healthcare,Drug Manufacturers,Specialty & Generic
EGY,VAALCO Energy,Vaalco Energy,Energy,Oil & Gas E&P,
EHAB,Enhabit,Enhabit,Healthcare,Medical Care Facilities,
EHC,Encompass Health,HealthSouth,Healthcare,Medical Care Facilities,
EHTH,eHealth,eHealth,Financial Services,Insurance Brokers,
EIG,Employers Holdings,Employers Holdings,Financial Services,Insurance,Specialty
EIX,Edison International,Edison International,Utilities,Utilities,Regulated Electric
EKSO,Ekso Bionics Holdings,Ekso Bionics,Healthcare,Medical Instruments & Supplies,
EL,The Estée Lauder Companies,Estee Lauder,Consumer Defensive,Household & Personal Products,
ELA,Envela,Envela Corporation,Consumer Cyclical,Luxury Goods,
ELAB,Elevai Labs,Elevai Labs,Healthcare,Biotechnology,
ELAN,Elanco Animal Health Incorporated,Elanco,Healthcare,Drug Manufacturers,Specialty & Generic
ELDN,Eledon Pharmaceuticals,Eledon Pharmaceuticals,Healthcare,Biotechnology,
ELEV,Elevation Oncology,Elevation Oncology,Healthcare,Biotechnology,
ELF,e.l.f. Beauty,e.l.f. Cosmetics,Consumer Defensive,Household & Personal Products,
ELME,Elme Communities,Elme Communities,Real Estate,REIT,Residential
ELS,Equity LifeStyle Properties,Equity LifeStyle Properties,Real Estate,REIT,Residential
ELUT,Elutia,Elutia,Healthcare,Medical Devices,
ELV,Elevance Health,Elevance Health,Healthcare,Healthcare Plans,
ELVN,Enliven Therapeutics,Enliven Therapeutics,Healthcare,Biotechnology,
EMBC,Embecta,Embecta,Healthcare,Medical Instruments & Supplies,
EME,EMCOR Group,Emcor,Industrials,Engineering & Construction,
EMKR,EMCORE,EMCORE Corporation,Technology,Semiconductors,
EML,The Eastern Company,The Eastern Company,Industrials,Tools & Accessories,
EMN,Eastman Chemical Company,Eastman Chemical,Basic Materials,Specialty Chemicals,
EMR,Emerson Electric Co.,Emerson,Industrials,Specialty Industrial Machinery,
ENFN,Enfusion,Enfusion,Technology,Software,Application
ENLC,EnLink Midstream,EnLink Midstream,Energy,Oil & Gas Midstream,
ENOV,Enovis,Enovis,Industrials,Specialty Industrial Machinery,
ENPH,Enphase Energy,Enphase Energy,Technology,Solar,
ENR,Energizer Holdings,Energizer Holdings,Industrials,Electrical Equipment & Parts,
ENS,EnerSys,EnerSys,Industrials,Electrical Equipment & Parts,
ENSC,Ensysce Biosciences,Ensysce Biosciences,Healthcare,Biotechnology,
ENSG,The Ensign Group,The Ensign Group,Healthcare,Medical Care Facilities,
ENTA,Enanta Pharmaceuticals,Enanta Pharmaceuticals,Healthcare,Biotechnology,
ENTG,Entegris,Entegris,Technology,Semiconductor Equipment & Materials,
ENV,Envestnet,Envestnet,Technology,Software,Application
ENVA,Enova International,Enova International,Financial Services,Credit Services,
ENVX,Enovix,Enovix,Industrials,Electrical Equipment & Parts,
ENZ,Enzo Biochem,Enzo Biochem,Healthcare,Diagnostics & Research,
EOG,EOG Resources,EOG Resources,Energy,Oil & Gas E&P,
EOLS,Evolus,Evolus,Healthcare,Drug Manufacturers,Specialty & Generic
EOSE,Eos Energy Enterprises,Eos Energy Enterprises,Industrials,Electrical Equipment & Parts,
EPAC,Enerpac Tool Group,Enerpac Tool Group,Industrials,Specialty Industrial Machinery,
EPAM,EPAM Systems,EPAM Systems,Technology,Information Technology Services,
EPC,Edgewell Personal Care Company,Edgewell Personal Care,Consumer Defensive,Household & Personal Products,
EPD,Enterprise Products Partners L.P.,Enterprise Products,Energy,Oil & Gas Midstream,
EPR,EPR Properties,EPR Properties,Real Estate,REIT,Specialty
EPRT,Essential Properties Realty Trust,Essential Properties Realty Trust,Real Estate,REIT,Diversified
EPSN,Epsilon Energy,Epsilon Energy,Energy,Oil & Gas E&P,
EQ,Equillium,Equillium,Healthcare,Biotechnology,
EQBK,Equity Bancshares,Equity BancShares,Financial Services,Banks,Regional
EQC,Equity Commonwealth,Equity Commonwealth,Real Estate,REIT,Office
EQH,Equitable Holdings,Equitable Holdings,Financial Services,Insurance,Diversified
EQIX,Equinix,Equinix,Real Estate,REIT,Specialty
EQR,Equity Residential,Equity Residential,Real Estate,REIT,Residential
EQT,EQT,EQT Corporation,Energy,Oil & Gas E&P,
ERAS,Erasca,Erasca,Healthcare,Biotechnology,
ERIC,Telefonaktiebolaget LM Ericsson,Ericsson,Communication Services,Telecom Services,
ERIE,Erie Indemnity Company,Erie Indemnity,Financial Services,Insurance Brokers,
ERII,Energy Recovery,Energy Recovery,Industrials,Pollution & Treatment Controls,
ERNA,Eterna Therapeutics,Eterna Therapeutics,Healthcare,Biotechnology,
ES,Eversource Energy,Eversource Energy,Utilities,Utilities,Regulated Electric
ESAB,ESAB,ESAB,Industrials,Metal Fabrication,
ESCA,Escalade Incorporated,Escalade Sports,Consumer Cyclical,Leisure,
ESE,ESCO Technologies,ESCO Technologies,Technology,Scientific & Technical Instruments,
ESI,Element Solutions,Element Solutions,Basic Materials,Specialty Chemicals,
ESPR,Esperion Therapeutics,Esperion Therapeutics,Healthcare,Drug Manufacturers,Specialty & Generic
ESRT,Empire State Realty Trust,Empire State Realty Trust,Real Estate,REIT,Diversified
ESS,Essex Property Trust,Essex Property Trust,Real Estate,REIT,Residential
ESSA,ESSA Bancorp,ESSA Bancorp,Financial Services,Banks,Regional
ESTC,Elastic N.V.,Elastic NV,Technology,Software,Application
ET,Energy Transfer LP,Energy Transfer Partners,Energy,Oil & Gas Midstream,
ETD,Ethan Allen Interiors,Ethan Allen,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
ETNB,89bio,89bio,Healthcare,Biotechnology,
ETR,Entergy,Entergy,Utilities,Utilities,Regulated Electric
ETRN,Equitrans Midstream,Equitrans Midstream,Energy,Oil & Gas Midstream,
ETSY,Etsy,Etsy,Consumer Cyclical,Internet Retail,
ETWO,E2open Parent Holdings,E2open,Technology,Software,Application
EVA,Enviva,Enviva,Basic Materials,Lumber & Wood Production,
EVBG,Everbridge,Everbridge,Technology,Software,Application
EVBN,Evans Bancorp,Evans Bancorp,Financial Services,Banks,Regional
EVC,Entravision Communications,Entravision Communications,Communication Services,Advertising Agencies,
EVCM,EverCommerce,EverCommerce,Technology,Software,Infrastructure
EVER,EverQuote,EverQuote,Communication Services,Internet Content & Information,
EVEX,Eve Holding,Eve Air Mobility,Industrials,Aerospace & Defense,
EVFM,Evofem Biosciences,Evofem Biosciences,Healthcare,Biotechnology,
EVGO,EVgo,EVgo,Consumer Cyclical,Specialty Retail,
EVH,Evolent Health,Evolent Health,Healthcare,Health Information Services,
EVI,EVI Industries,EVI Industries,Industrials,Industrial Distribution,
EVLV,Evolv Technologies Holdings,Evolv Technologies,Industrials,Security & Protection Services,
EVOK,Evoke Pharma,Evoke Pharma,Healthcare,Drug Manufacturers,Specialty & Generic
EVR,Evercore,Evercore,Financial Services,Capital Markets,
EVRG,Evergy,Evergy,Utilities,Utilities,Regulated Electric
EVRI,Everi Holdings,Everi Holdings,Consumer Cyclical,Gambling,
EVTC,EVERTEC,Evertec,Technology,Software,Infrastructure
EW,Edwards Lifesciences,Edwards Lifesciences,Healthcare,Medical Devices,
EWBC,East West Bancorp,East West Bancorp,Financial Services,Banks,Regional
EXAS,Exact Sciences,Exact Sciences,Healthcare,Diagnostics & Research,
EXC,Exelon,Exelon Corporation,Utilities,Utilities,Regulated Electric
EXEL,Exelixis,Exelixis,Healthcare,Biotechnology,
EXFY,Expensify,Expensify,Technology,Software,Application
EXLS,ExlService Holdings,EXL Service,Technology,Information Technology Services,
EXP,Eagle Materials,Eagle Materials,Basic Materials,Building Materials,
EXPD,Expeditors International of Washington,Expeditors,Industrials,Integrated Freight & Logistics,
EXPE,Expedia Group,Expedia Group,Consumer Cyclical,Travel Services,
EXPI,eXp World Holdings,eXp World Holdings,Real Estate,Real Estate Services,
