Ticker,Name,OtherName,Sector,Industry,Sub-Industry
CRM,"Salesforce, Inc.",Salesforce,Technology,Software - Application,
CRMD,CorMedix Inc.,Cormedix,Healthcare,Biotechnology,
CRMT,"America's Car-Mart, Inc.",America's Car-Mart,Consumer Cyclical,Auto & Truck Dealerships,
CRNC,Cerence Inc.,Cerence,Technology,Software—Application,
CRNX,"Crinetics Pharmaceuticals, Inc.",Crinetics Pharmaceuticals,Healthcare,Biotechnology,
CROX,"Crocs, Inc.",Crocs,Consumer Cyclical,Footwear & Accessories,
CRS,Carpenter Technology Corporation,Carpenter Technology,Industrials,Metal Fabrication,
CRSR,"Corsair Gaming, Inc.",Corsair Gaming,Technology,Computer Hardware,
CRUS,"Cirrus Logic, Inc.",Cirrus Logic,Technology,Semiconductors,
CRVL,CorVel Corporation,CorVel Corporation,Financial Services,Insurance Brokers,
CRVO,CervoMed Inc.,CervoMed,Healthcare,Biotechnology,
CRVS,"Corvus Pharmaceuticals, Inc.",Corvus Pharmaceuticals,Healthcare,Biotechnology,
CRWD,"CrowdStrike Holdings, Inc.",CrowdStrike,Technology,Software - Infrastructure,
CRWS,"Crown Crafts, Inc.",Crown Crafts,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
CSCO,"Cisco Systems, Inc.",Cisco,Technology,Communication Equipment,
CSGP,"CoStar Group, Inc.",CoStar Group,Real Estate,Real Estate Services,
CSGS,"CSG Systems International, Inc.",CSG International,Technology,Software - Infrastructure,
CSL,Carlisle Companies Incorporated,Carlisle Companies,Industrials,Building Products & Equipment,
CSLR,"Complete Solaria, Inc.",Complete Solaria,Technology,Solar,
CSR,Centerspace,Centerspace,Real Estate,REIT - Residential,
CSV,"Carriage Services, Inc.",Carriage Services,Consumer Cyclical,Personal Services,
CSWI,"CSW Industrials, Inc.",CSW Industrials,Industrials,Specialty Industrial Machinery,
CSX,CSX Corporation,CSX Corporation,Industrials,Railroads,
CTAS,Cintas Corporation,Cintas,Industrials,Specialty Business Services,
CTBI,"Community Trust Bancorp, Inc.",Community Trust Bancorp,Financial Services,Banks - Regional,
CTGO,"Contango Ore, Inc.",Contango Ore,Basic Materials,Gold,
CTKB,"Cytek Biosciences, Inc.",Cytek Biosciences,Healthcare,Medical Devices,
CTLP,"Cantaloupe, Inc.",Cantaloupe,Technology,Information Technology Services,
CTLT,"Catalent, Inc.",Catalent,Healthcare,Drug Manufacturers - Specialty & Generic,
CTM,"Castellum, Inc.",Castellum,Technology,Information Technology Services,
CTMX,"CytomX Therapeutics, Inc.",CytomX Therapeutics,Healthcare,Biotechnology,
CTNM,"Contineum Therapeutics, Inc.",Contineum Therapeutics,Healthcare,Biotechnology,
CTNT,Cheetah Net Supply Chain Service Inc.,Cheetah Net Supply Chain Service,Consumer Cyclical,Auto & Truck Dealerships,
CTO,"CTO Realty Growth, Inc.",CTO Realty Growth,Real Estate,REIT—Diversified,
CTOS,"Custom Truck One Source, Inc.",Custom Truck One Source,Industrials,Rental & Leasing Services,
CTRA,Coterra Energy Inc.,Coterra Energy,Energy,Oil & Gas E&P,
CTRE,"CareTrust REIT, Inc.",CareTrust REIT,Real Estate,REIT - Healthcare Facilities,
CTRI,"Centuri Holdings, Inc.",Centuri Holdings,Utilities,Utilities - Regulated Gas,
CTS,CTS Corporation,CTS Corporation,Technology,Electronic Components,
CTSH,Cognizant Technology Solutions Corporation,Cognizant Technology Solutions,Technology,Information Technology Services,
CTSO,Cytosorbents Corporation,Cytosorbents,Healthcare,Medical Devices,
CTV,Innovid Corp.,Innovid,Communication Services,Advertising Agencies,
CTVA,"Corteva, Inc.",Corteva,Basic Materials,Agricultural Inputs,
CTXR,"Citius Pharmaceuticals, Inc.",Citius Pharmaceuticals,Healthcare,Biotechnology,
CUBE,CubeSmart,CubeSmart,Real Estate,REIT - Industrial,
CUBI,"Customers Bancorp, Inc.",Customers Bancorp,Financial Services,Banks - Regional,
CUE,"Cue Biopharma, Inc.",Cue Biopharma,Healthcare,Biotechnology,
CULL,"Cullman Bancorp, Inc.",Cullman Bancorp,Financial Services,Banks—Regional,
CULP,"Culp, Inc.",Culp,Consumer Cyclical,Textile Manufacturing,
CURI,CuriosityStream Inc.,CuriosityStream,Communication Services,Broadcasting,
CURLF,"Curaleaf Holdings, Inc.",Curaleaf,Healthcare,Drug Manufacturers - Specialty & Generic,
CURV,Torrid Holdings Inc.,Torrid,Consumer Cyclical,Apparel Retail,
CUTR,"Cutera, Inc.",Cutera,Healthcare,Medical Devices,
CUZ,Cousins Properties Incorporated,Cousins Properties,Real Estate,REIT - Office,
CVBF,CVB Financial Corp.,CVB Financial,Financial Services,Banks - Regional,
CVCO,"Cavco Industries, Inc.",Cavco Industries,Consumer Cyclical,Residential Construction,
CVEO,Civeo Corporation,Civeo,Industrials,Specialty Business Services,
CVGI,"Commercial Vehicle Group, Inc.",Commercial Vehicle Group (CVG),Consumer Cyclical,Auto Parts,
CVGW,"Calavo Growers, Inc.",Calavo Growers,Consumer Defensive,Food Distribution,
CVI,"CVR Energy, Inc.",CVR Energy,Energy,Oil & Gas Refining & Marketing,
CVKD,"Cadrenal Therapeutics, Inc.",Cadrenal Therapeutics,Healthcare,Biotechnology,
CVLG,"Covenant Logistics Group, Inc.",Covenant Logistics,Industrials,Trucking,
CVLT,"Commvault Systems, Inc.",Commvault,Technology,Software - Application,
CVLY,"Codorus Valley Bancorp, Inc.",Codorus Valley Bancorp,Financial Services,Banks—Regional,
CVM,CEL-SCI Corporation,Cel-Sci,Healthcare,Biotechnology,
CVNA,Carvana Co.,Carvana,Consumer Cyclical,Auto & Truck Dealerships,
CVRX,"CVRx, Inc.",CVRx,Healthcare,Medical Devices,
CVS,CVS Health Corporation,CVS Health,Healthcare,Healthcare Plans,
CVX,Chevron Corporation,Chevron,Energy,Oil & Gas Integrated,
CW,Curtiss-Wright Corporation,Curtiss-Wright,Industrials,Aerospace & Defense,
CWAN,"Clearwater Analytics Holdings, Inc.",Clearwater Analytics,Technology,Software - Application,
CWBC,Community West Bancshares,Community West Bancshares,Financial Services,Banks—Regional,
CWD,CaliberCos Inc.,CaliberCos,Financial Services,Asset Management,
CWEB.TO,"Charlotte's Web Holdings, Inc.",Charlotte's Web,Healthcare,Drug Manufacturers—Specialty & Generic,
CWEN,"Clearway Energy, Inc.",Clearway Energy,Utilities,Utilities - Renewable,
CWH,"Camping World Holdings, Inc.",Camping World,Consumer Cyclical,Auto & Truck Dealerships,
CWK,Cushman & Wakefield plc,Cushman &amp; Wakefield,Real Estate,Real Estate Services,
CWST,"Casella Waste Systems, Inc.",Casella Waste Systems,Industrials,Waste Management,
CWT,California Water Service Group,California Water Service Group,Utilities,Utilities - Regulated Water,
CXAI,CXApp Inc.,CXApp,Technology,Software—Application,
CXDO,"Crexendo, Inc.",Crexendo,Communication Services,Telecom Services,
CXM,"Sprinklr, Inc.",Sprinklr,Technology,Software - Application,
CXT,"Crane NXT, Co.",Crane NXT,Industrials,Specialty Industrial Machinery,
CXW,"CoreCivic, Inc.",CoreCivic,Industrials,Security & Protection Services,
CYCN,"Cyclerion Therapeutics, Inc.",Cyclerion Therapeutics,Healthcare,Biotechnology,
CYH,"Community Health Systems, Inc.",Community Health Systems,Healthcare,Medical Care Facilities,
CYN,Cyngn Inc.,Cyngn,Technology,Software - Application,
CYRX,"Cryoport, Inc.",CryoPort,Industrials,Integrated Freight & Logistics,
CYTK,"Cytokinetics, Incorporated",Cytokinetics,Healthcare,Biotechnology,
CZNC,Citizens & Northern Corporation,Citizens &amp; Northern Corp,Financial Services,Banks—Regional,
CZR,"Caesars Entertainment, Inc.",Caesars Entertainment,Consumer Cyclical,Resorts & Casinos,
D,"Dominion Energy, Inc.",Dominion Energy,Utilities,Utilities - Regulated Electric,
DAKT,"Daktronics, Inc.",Daktronics,Technology,Electronic Components,
DAL,"Delta Air Lines, Inc.",Delta Air Lines,Industrials,Airlines,
DAN,Dana Incorporated,Dana,Consumer Cyclical,Auto Parts,
DAR,Darling Ingredients Inc.,Darling Ingredients,Consumer Defensive,Packaged Foods,
DARE,"Daré Bioscience, Inc.",Dare Bioscience,Healthcare,Biotechnology,
DASH,"DoorDash, Inc.",DoorDash,Communication Services,Internet Content & Information,
DAVE,Dave Inc.,Dave Inc.,Technology,Software—Application,
DAWN,"Day One Biopharmaceuticals, Inc.",Day One Biopharmaceuticals,Healthcare,Biotechnology,
DAY,Dayforce Inc,Dayforce,Technology,Software - Application,
DBD,"Diebold Nixdorf, Incorporated",Diebold Nixdorf,Technology,Software - Application,
DBI,Designer Brands Inc.,Designer Brands,Consumer Cyclical,Footwear & Accessories,
DBRG,"DigitalBridge Group, Inc.",DigitalBridge Group,Real Estate,Real Estate Services,
DBX,"Dropbox, Inc.",Dropbox,Technology,Software - Infrastructure,
DC,Dakota Gold Corp.,Dakota Gold,Basic Materials,Gold,
DCGO,DocGo Inc.,DocGo,Healthcare,Medical Care Facilities,
DCI,"Donaldson Company, Inc.",Donaldson,Industrials,Specialty Industrial Machinery,
DCO,Ducommun Incorporated,Ducommun,Industrials,Aerospace & Defense,
DCOM,"Dime Community Bancshares, Inc.",Dime Community Bancshares,Financial Services,Banks - Regional,
DCPH,"Deciphera Pharmaceuticals, Inc.",Deciphera Pharmaceuticals,Healthcare,Drug Manufacturers - Specialty & Generic,
DD,"DuPont de Nemours, Inc.",Dupont De Nemours,Basic Materials,Specialty Chemicals,
DDD,3D Systems Corporation,3D Systems,Technology,Computer Hardware,
DDI,"DoubleDown Interactive Co., Ltd.",DoubleDown Interactive,Communication Services,Electronic Gaming & Multimedia,
DDOG,"Datadog, Inc.",Datadog,Technology,Software - Application,
DDS,"Dillard's, Inc.",Dillard's,Consumer Cyclical,Department Stores,
DE,Deere & Company,Deere & Company,Industrials,Farm & Heavy Construction Machinery,
DEA,"Easterly Government Properties, Inc.",Easterly Government Properties,Real Estate,REIT - Office,
DEC.L,Diversified Energy Company PLC,Diversified Energy,Energy,Oil & Gas E&P,
DECK,Deckers Outdoor Corporation,Deckers Brands,Consumer Cyclical,Footwear & Accessories,
DEI,"Douglas Emmett, Inc.",Douglas Emmett,Real Estate,REIT - Office,
DELL,Dell Technologies Inc.,Dell,Technology,Computer Hardware,
DENN,Denny's Corporation,Denny's,Consumer Cyclical,Restaurants,
DERM,Journey Medical Corporation,Journey Medical,Healthcare,Drug Manufacturers—Specialty & Generic,
DEVO.L,"Devolver Digital, Inc.",Devolver Digital,Communication Services,Electronic Gaming & Multimedia,
DFH,"Dream Finders Homes, Inc.",Dream Finders Homes,Consumer Cyclical,Residential Construction,
DFIN,"Donnelley Financial Solutions, Inc.",Donnelley Financial Solutions,Technology,Software - Application,
DFLI,Dragonfly Energy Holdings Corp.,Dragonfly Energy,Industrials,Electrical Equipment & Parts,
DFS,Discover Financial Services,Discover Financial Services,Financial Services,Credit Services,
DG,Dollar General Corporation,Dollar General,Consumer Defensive,Discount Stores,
DGICA,Donegal Group Inc.,Donegal Group,Financial Services,Insurance—Property & Casualty,
DGII,Digi International Inc.,Digi International,Technology,Communication Equipment,
DGLY,"Digital Ally, Inc.",Digital Ally,Communication Services,Internet Content & Information,
DGX,Quest Diagnostics Incorporated,Quest Diagnostics,Healthcare,Diagnostics & Research,
DH,Definitive Healthcare Corp.,Definitive Healthcare,Healthcare,Health Information Services,
DHI,"D.R. Horton, Inc.",D. R. Horton,Consumer Cyclical,Residential Construction,
DHIL,"Diamond Hill Investment Group, Inc.",Diamond Hill Investment Group,Financial Services,Asset Management,
DHR,Danaher Corporation,Danaher,Healthcare,Diagnostics & Research,
DHX,"DHI Group, Inc.",DHI Group,Technology,Software—Application,
DIBS,"1stdibs.Com, Inc.",1stdibs.Com,Consumer Cyclical,Internet Retail,
DIN,"Dine Brands Global, Inc.",Dine Brands Global,Consumer Cyclical,Restaurants,
DINO,HF Sinclair Corporation,HF Sinclair,Energy,Oil & Gas Refining & Marketing,
DIOD,Diodes Incorporated,Diodes Incorporated,Technology,Semiconductors,
DIS,The Walt Disney Company,Walt Disney,Communication Services,Entertainment,
DIT,AMCON Distributing Company,AMCON Distributing Company,Consumer Defensive,Food Distribution,
DJCO,Daily Journal Corporation,Daily Journal,Technology,Software - Application,
DJT,Trump Media & Technology Group Corp.,Trump Media &amp; Technology Group,Communication Services,Internet Content & Information,
DK,"Delek US Holdings, Inc.",Delek US,Energy,Oil & Gas Refining & Marketing,
DKL,"Delek Logistics Partners, LP",Delek Logistics Partners,Energy,Oil & Gas Refining & Marketing,
DKNG,DraftKings Inc.,DraftKings,Consumer Cyclical,Gambling,
DKS,"DICK'S Sporting Goods, Inc.",Dick's Sporting Goods,Consumer Cyclical,Specialty Retail,
DLA,"Delta Apparel, Inc.",Delta Apparel,Consumer Cyclical,Apparel Manufacturing,
DLB,"Dolby Laboratories, Inc.",Dolby,Industrials,Specialty Business Services,
DLPN,"Dolphin Entertainment, Inc.",Dolphin Entertainment,Communication Services,Advertising Agencies,
DLR,"Digital Realty Trust, Inc.",Digital Realty,Real Estate,REIT - Specialty,
DLTH,Duluth Holdings Inc.,Duluth Holdings,Consumer Cyclical,Apparel Retail,
DLTR,"Dollar Tree, Inc.",Dollar Tree,Consumer Defensive,Discount Stores,
DLX,Deluxe Corporation,Deluxe,Communication Services,Advertising Agencies,
DM,"Desktop Metal, Inc.",Desktop Metal,Technology,Computer Hardware,
DMLP,"Dorchester Minerals, L.P.",Dorchester Minerals,Energy,Oil & Gas E&P,
DMRC,Digimarc Corporation,Digimarc,Technology,Information Technology Services,
DMTK,"DermTech, Inc.",DermTech,Healthcare,Diagnostics & Research,
DNA,"Ginkgo Bioworks Holdings, Inc.",Ginkgo Bioworks,Healthcare,Biotechnology,
DNB,"Dun & Bradstreet Holdings, Inc.",Dun &amp; Bradstreet,Financial Services,Financial Data & Stock Exchanges,
DNLI,Denali Therapeutics Inc.,Denali Therapeutics,Healthcare,Biotechnology,
DNMR,"Danimer Scientific, Inc.",Danimer Scientific,Basic Materials,Specialty Chemicals,
DNOW,DNOW Inc.,NOW Inc.,Industrials,Industrial Distribution,
DNUT,"Krispy Kreme, Inc.",Krispy Kreme,Consumer Defensive,Grocery Stores,
DO,"Diamond Offshore Drilling, Inc.",Diamond Offshore Drilling,Energy,Oil & Gas Drilling,
DOC,"Healthpeak Properties, Inc.",Physicians Realty Trust,Real Estate,REIT - Healthcare Facilities,
DOCN,"DigitalOcean Holdings, Inc.",DigitalOcean,Technology,Software - Infrastructure,
DOCS,"Doximity, Inc.",Doximity,Healthcare,Health Information Services,
DOCU,"DocuSign, Inc.",DocuSign,Technology,Software - Application,
DOMA,Doma Holdings Inc.,Doma,Financial Services,Insurance—Property & Casualty,
DOMO,"Domo, Inc.",Domo,Technology,Software—Application,
DOOR,Masonite International Corporation,Masonite,Industrials,Building Products & Equipment,
DORM,"Dorman Products, Inc.",Dorman Products,Consumer Cyclical,Auto Parts,
DOUG,Douglas Elliman Inc.,Douglas Elliman,Real Estate,Real Estate Services,
DOV,Dover Corporation,Dover,Industrials,Specialty Industrial Machinery,
DOW,Dow Inc.,Dow,Basic Materials,Chemicals,
DOX,Amdocs Limited,Amdocs,Technology,Software - Infrastructure,
DPZ,"Domino's Pizza, Inc.",Domino's Pizza,Consumer Cyclical,Restaurants,
DRCT,"Direct Digital Holdings, Inc.",Direct Digital Holdings,Communication Services,Advertising Agencies,
DRH,DiamondRock Hospitality Company,Diamondrock Hospitality Company,Real Estate,REIT - Hotel & Motel,
DRI,"Darden Restaurants, Inc.",Darden Restaurants,Consumer Cyclical,Restaurants,
DRQ,"Dril-Quip, Inc.",Dril-Quip,Energy,Oil & Gas Equipment & Services,
DRS,"Leonardo DRS, Inc.",Leonardo DRS,Industrials,Aerospace & Defense,
DRVN,Driven Brands Holdings Inc.,Driven Brands,Consumer Cyclical,Auto & Truck Dealerships,
DSGN,"Design Therapeutics, Inc.",Design Therapeutics,Healthcare,Biotechnology,
DSGR,"Distribution Solutions Group, Inc.",Distribution Solutions Group,Industrials,Industrial Distribution,
DSHK,Drive Shack Inc.,Drive Shack,Consumer Cyclical,Leisure,
DSP,Viant Technology Inc.,Viant Technology,Technology,Software - Application,
DSS,"DSS, Inc.",Document Security Systems,Consumer Cyclical,Packaging & Containers,
DT,"Dynatrace, Inc.",Dynatrace,Technology,Software - Application,
DTC,"Solo Brands, Inc.",Solo Brands,Consumer Cyclical,Internet Retail,
DTE,DTE Energy Company,DTE Energy,Utilities,Utilities - Regulated Electric,
DTI,Drilling Tools International Corporation,Drilling Tools International,Energy,Oil & Gas Equipment & Services,
DTIL,"Precision BioSciences, Inc.",Precision BioSciences,Healthcare,Biotechnology,
DTM,"DT Midstream, Inc.",DT Midstream,Energy,Oil & Gas Midstream,
DUK,Duke Energy Corporation,Duke Energy,Utilities,Utilities - Regulated Electric,
DUOL,"Duolingo, Inc.",Duolingo,Technology,Software - Application,
DUOT,"Duos Technologies Group, Inc.",Duos Technologies Group,Technology,Software—Application,
DV,"DoubleVerify Holdings, Inc.",DoubleVerify,Technology,Software - Application,
DVA,DaVita Inc.,DaVita,Healthcare,Medical Care Facilities,
DVAX,Dynavax Technologies Corporation,Dynavax Technologies,Healthcare,Drug Manufacturers - Specialty & Generic,
DVN,Devon Energy Corporation,Devon Energy,Energy,Oil & Gas E&P,
DX,"Dynex Capital, Inc.",Dynex Capital,Real Estate,REIT - Mortgage,
DXC,DXC Technology Company,DXC Technology,Technology,Information Technology Services,
DXCM,"DexCom, Inc.",DexCom,Healthcare,Medical Devices,
DXLG,"Destination XL Group, Inc.",Destination XL,Consumer Cyclical,Apparel Retail,
DXPE,"DXP Enterprises, Inc.",DXP Enterprises,Industrials,Industrial Distribution,
DY,"Dycom Industries, Inc.",Dycom Industries,Industrials,Engineering & Construction,
DYN,"Dyne Therapeutics, Inc.",Dyne Therapeutics,Healthcare,Biotechnology,
DZSI,DZS Inc.,DZS Inc,Technology,Communication Equipment,
EA,Electronic Arts Inc.,Electronic Arts,Communication Services,Electronic Gaming & Multimedia,
EAF,GrafTech International Ltd.,GrafTech,Industrials,Electrical Equipment & Parts,
EARN,Ellington Credit Company,Ellington Residential Mortgage REIT,Financial Services,Asset Management,
EAST,"Eastside Distilling, Inc.",Eastside Distilling,Consumer Defensive,Beverages—Wineries & Distilleries,
EAT,"Brinker International, Inc.",Brinker International,Consumer Cyclical,Restaurants,
EB,"Eventbrite, Inc.",Eventbrite,Technology,Software—Application,
EBAY,eBay Inc.,eBay,Consumer Cyclical,Internet Retail,
EBC,"Eastern Bankshares, Inc.",Eastern Bankshares,Financial Services,Banks - Regional,
EBS,Emergent BioSolutions Inc.,Emergent BioSolutions,Healthcare,Drug Manufacturers—Specialty & Generic,
EBTC,"Enterprise Bancorp, Inc.",Enterprise Bancorp,Financial Services,Banks—Regional,
ECBK,"ECB Bancorp, Inc.",ECB Bancorp,Financial Services,Banks—Regional,
ECC,Eagle Point Credit Company Inc.,Eagle Point Credit Company,Financial Services,Asset Management,
ECL,Ecolab Inc.,Ecolab,Basic Materials,Specialty Chemicals,
ECOR,"electroCore, Inc.",electroCore,Healthcare,Medical Devices,
ECPG,"Encore Capital Group, Inc.",Encore Capital Group,Financial Services,Mortgage Finance,
ECVT,Ecovyst Inc.,Ecovyst,Basic Materials,Specialty Chemicals,
ED,"Consolidated Edison, Inc.",Consolidated Edison,Utilities,Utilities - Regulated Electric,
EDBL,Edible Garden AG Incorporated,Edible Garden,Consumer Defensive,Farm Products,
EDIT,"Editas Medicine, Inc.",Editas Medicine,Healthcare,Biotechnology,
EDR,"Endeavor Group Holdings, Inc.",Endeavor Group,Communication Services,Entertainment,
EE,"Excelerate Energy, Inc.",Excelerate Energy,Energy,Oil & Gas Midstream,
EEFT,"Euronet Worldwide, Inc.",Euronet Worldwide,Technology,Software - Infrastructure,
EEX,"Emerald Holding, Inc.",Emerald Holding,Communication Services,Advertising Agencies,
EFC,Ellington Financial Inc.,Ellington Financial,Real Estate,REIT - Mortgage,
EFOI,"Energy Focus, Inc.",Energy Focus,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
EFSC,Enterprise Financial Services Corp,Enterprise Financial Services Corp,Financial Services,Banks - Regional,
EFTR,"eFFECTOR Therapeutics, Inc.",eFFECTOR Therapeutics,Healthcare,Biotechnology,
EFX,Equifax Inc.,Equifax,Industrials,Consulting Services,
EGAN,eGain Corporation,eGain,Technology,Software—Application,
EGBN,"Eagle Bancorp, Inc.",Eagle Bancorp,Financial Services,Banks - Regional,
EGHT,"8x8, Inc.",8x8,Technology,Software—Application,
EGIO,"Edgio, Inc.",Edgio,Technology,Software—Infrastructure,
EGP,"EastGroup Properties, Inc.",EastGroup Properties,Real Estate,REIT - Industrial,
EGRX,"Eagle Pharmaceuticals, Inc.",Eagle Pharmaceuticals,Healthcare,Drug Manufacturers—Specialty & Generic,
EGY,"VAALCO Energy, Inc.",Vaalco Energy,Energy,Oil & Gas E&P,
EHAB,"Enhabit, Inc.",Enhabit,Healthcare,Medical Care Facilities,
EHC,Encompass Health Corporation,HealthSouth,Healthcare,Medical Care Facilities,
EHTH,"eHealth, Inc.",eHealth,Financial Services,Insurance Brokers,
EIG,"Employers Holdings, Inc.",Employers Holdings,Financial Services,Insurance - Specialty,
EIX,Edison International,Edison International,Utilities,Utilities - Regulated Electric,
EKSO,"Ekso Bionics Holdings, Inc.",Ekso Bionics,Healthcare,Medical Instruments & Supplies,
EL,The Estée Lauder Companies Inc.,Estee Lauder,Consumer Defensive,Household & Personal Products,
ELA,Envela Corporation,Envela Corporation,Consumer Cyclical,Luxury Goods,
ELAB,Elevai Labs Inc.,Elevai Labs,Healthcare,Biotechnology,
ELAN,Elanco Animal Health Incorporated,Elanco,Healthcare,Drug Manufacturers - Specialty & Generic,
ELDN,"Eledon Pharmaceuticals, Inc.",Eledon Pharmaceuticals,Healthcare,Biotechnology,
ELEV,"Elevation Oncology, Inc.",Elevation Oncology,Healthcare,Biotechnology,
ELF,"e.l.f. Beauty, Inc.",e.l.f. Cosmetics,Consumer Defensive,Household & Personal Products,
ELME,Elme Communities,Elme Communities,Real Estate,REIT - Residential,
ELS,"Equity LifeStyle Properties, Inc.",Equity LifeStyle Properties,Real Estate,REIT - Residential,
ELUT,Elutia Inc.,Elutia,Healthcare,Medical Devices,
ELV,"Elevance Health, Inc.",Elevance Health,Healthcare,Healthcare Plans,
ELVN,"Enliven Therapeutics, Inc.",Enliven Therapeutics,Healthcare,Biotechnology,
EMBC,Embecta Corp.,Embecta,Healthcare,Medical Instruments & Supplies,
EME,"EMCOR Group, Inc.",Emcor,Industrials,Engineering & Construction,
EMKR,EMCORE Corporation,EMCORE Corporation,Technology,Semiconductors,
EML,The Eastern Company,The Eastern Company,Industrials,Tools & Accessories,
EMN,Eastman Chemical Company,Eastman Chemical,Basic Materials,Specialty Chemicals,
EMR,Emerson Electric Co.,Emerson,Industrials,Specialty Industrial Machinery,
ENFN,"Enfusion, Inc.",Enfusion,Technology,Software - Application,
ENLC,"EnLink Midstream, LLC",EnLink Midstream,Energy,Oil & Gas Midstream,
ENOV,Enovis Corporation,Enovis,Industrials,Specialty Industrial Machinery,
ENPH,"Enphase Energy, Inc.",Enphase Energy,Technology,Solar,
ENR,"Energizer Holdings, Inc.",Energizer Holdings,Industrials,Electrical Equipment & Parts,
ENS,EnerSys,EnerSys,Industrials,Electrical Equipment & Parts,
ENSC,"Ensysce Biosciences, Inc.",Ensysce Biosciences,Healthcare,Biotechnology,
ENSG,"The Ensign Group, Inc.",The Ensign Group,Healthcare,Medical Care Facilities,
ENTA,"Enanta Pharmaceuticals, Inc.",Enanta Pharmaceuticals,Healthcare,Biotechnology,
ENTG,"Entegris, Inc.",Entegris,Technology,Semiconductor Equipment & Materials,
ENV,"Envestnet, Inc.",Envestnet,Technology,Software - Application,
ENVA,"Enova International, Inc.",Enova International,Financial Services,Credit Services,
ENVX,Enovix Corporation,Enovix,Industrials,Electrical Equipment & Parts,
ENZ,"Enzo Biochem, Inc.",Enzo Biochem,Healthcare,Diagnostics & Research,
EOG,"EOG Resources, Inc.",EOG Resources,Energy,Oil & Gas E&P,
EOLS,"Evolus, Inc.",Evolus,Healthcare,Drug Manufacturers - Specialty & Generic,
EOSE,"Eos Energy Enterprises, Inc.",Eos Energy Enterprises,Industrials,Electrical Equipment & Parts,
EPAC,Enerpac Tool Group Corp.,Enerpac Tool Group,Industrials,Specialty Industrial Machinery,
EPAM,"EPAM Systems, Inc.",EPAM Systems,Technology,Information Technology Services,
EPC,Edgewell Personal Care Company,Edgewell Personal Care,Consumer Defensive,Household & Personal Products,
EPD,Enterprise Products Partners L.P.,Enterprise Products,Energy,Oil & Gas Midstream,
EPR,EPR Properties,EPR Properties,Real Estate,REIT - Specialty,
EPRT,"Essential Properties Realty Trust, Inc.",Essential Properties Realty Trust,Real Estate,REIT - Diversified,
EPSN,Epsilon Energy Ltd.,Epsilon Energy,Energy,Oil & Gas E&P,
EQ,"Equillium, Inc.",Equillium,Healthcare,Biotechnology,
EQBK,"Equity Bancshares, Inc.",Equity BancShares,Financial Services,Banks - Regional,
EQC,Equity Commonwealth,Equity Commonwealth,Real Estate,REIT - Office,
EQH,"Equitable Holdings, Inc.",Equitable Holdings,Financial Services,Insurance - Diversified,
EQIX,"Equinix, Inc.",Equinix,Real Estate,REIT - Specialty,
EQR,Equity Residential,Equity Residential,Real Estate,REIT - Residential,
EQT,EQT Corporation,EQT Corporation,Energy,Oil & Gas E&P,
ERAS,"Erasca, Inc.",Erasca,Healthcare,Biotechnology,
ERIC,Telefonaktiebolaget LM Ericsson,Ericsson,Communication Services,Telecom Services,
ERIE,Erie Indemnity Company,Erie Indemnity,Financial Services,Insurance Brokers,
ERII,"Energy Recovery, Inc.",Energy Recovery,Industrials,Pollution & Treatment Controls,
ERNA,Eterna Therapeutics Inc.,Eterna Therapeutics,Healthcare,Biotechnology,
ES,Eversource Energy,Eversource Energy,Utilities,Utilities - Regulated Electric,
ESAB,ESAB Corporation,ESAB,Industrials,Metal Fabrication,
ESCA,"Escalade, Incorporated",Escalade Sports,Consumer Cyclical,Leisure,
ESE,ESCO Technologies Inc.,ESCO Technologies,Technology,Scientific & Technical Instruments,
ESI,Element Solutions Inc,Element Solutions,Basic Materials,Specialty Chemicals,
ESPR,"Esperion Therapeutics, Inc.",Esperion Therapeutics,Healthcare,Drug Manufacturers - Specialty & Generic,
ESRT,"Empire State Realty Trust, Inc.",Empire State Realty Trust,Real Estate,REIT - Diversified,
ESS,"Essex Property Trust, Inc.",Essex Property Trust,Real Estate,REIT - Residential,
ESSA,"ESSA Bancorp, Inc.",ESSA Bancorp,Financial Services,Banks—Regional,
ESTC,Elastic N.V.,Elastic NV,Technology,Software - Application,
ET,Energy Transfer LP,Energy Transfer Partners,Energy,Oil & Gas Midstream,
ETD,Ethan Allen Interiors Inc.,Ethan Allen,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
ETNB,"89bio, Inc.",89bio,Healthcare,Biotechnology,
ETR,Entergy Corporation,Entergy,Utilities,Utilities - Regulated Electric,
ETRN,Equitrans Midstream Corporation,Equitrans Midstream,Energy,Oil & Gas Midstream,
ETSY,"Etsy, Inc.",Etsy,Consumer Cyclical,Internet Retail,
ETWO,"E2open Parent Holdings, Inc.",E2open,Technology,Software - Application,
EVA,Enviva Inc.,Enviva,Basic Materials,Lumber & Wood Production,
EVBG,"Everbridge, Inc.",Everbridge,Technology,Software - Application,
EVBN,"Evans Bancorp, Inc.",Evans Bancorp,Financial Services,Banks—Regional,
EVC,Entravision Communications Corporation,Entravision Communications,Communication Services,Advertising Agencies,
EVCM,EverCommerce Inc.,EverCommerce,Technology,Software - Infrastructure,
EVER,"EverQuote, Inc.",EverQuote,Communication Services,Internet Content & Information,
